,id,goal,sol1,sol2,label,slot_question,slot_answer,pred_answer
291,c9c08bae-73f0-4af7-844c-2efe1a3c97d3,To melt the chocolate for the pot brownies,melt the chocolate chips by adding it directly to a pan,melt the chocolate chips using a double broiler to avoid burning it,1,"To melt the chocolate for the pot brownies
sol1:
sol2:melt the chocolate chips using a double broiler to avoid burning it",melt the chocolate chips by adding it directly to a pan,"Microwave the chocolate in short intervals, stirring in between, until melted and smooth"
292,073affff-ebf2-4382-bf13-e71ae44145e4,"To feel more comfortable when out in public,",dress like you want to be successful when you go out.,dress like you do not care about your surroundings.,0,"To feel more comfortable when out in public,
sol1:dress like you want to be successful when you go out.
sol2:",dress like you do not care about your surroundings.,Practice good posture and maintain confident body language
293,aabe52a2-23e1-47e4-a34b-d7e1973b2a8f,how do you put on false lashes?,place the false lashes on top of your real lashes.,"put lash glue on the false lashes and then place them on top of your own lashes, and let it dry.",1,"how do you put on false lashes?
sol1:
sol2:put lash glue on the false lashes and then place them on top of your own lashes, and let it dry.",place the false lashes on top of your real lashes.,Gently press the false lashes onto your lash line and hold them in place until the glue dries.
294,591088a6-985f-43e3-970c-819c956eff02,What is a good inner-garment for a lady to wear with a strapless dress?,"Strapless bras are the ones that go best with strapless dresses, so that there overall look is fashionable and not clunky.","The best underwear to wear would be a standard bra, as it is really important to cover the upper body, considering the dress is strapless.",0,"What is a good inner-garment for a lady to wear with a strapless dress?
sol1:Strapless bras are the ones that go best with strapless dresses, so that there overall look is fashionable and not clunky.
sol2:","The best underwear to wear would be a standard bra, as it is really important to cover the upper body, considering the dress is strapless.",Silicone adhesive bras are also a good option as they provide support and coverage without any visible straps.
295,2a1eaa66-99d8-4a3b-a966-08dfd528f200,How to install a carseat into the car.,Follow the instructions and try not to cuss too much.,Buy a car with a carseat already installed!,0,"How to install a carseat into the car.
sol1:Follow the instructions and try not to cuss too much.
sol2:",Buy a car with a carseat already installed!,Make sure the carseat is securely fastened using the seat belts or LATCH system.
296,84639e67-06cb-45f1-ab3e-24cc66edcb54,remove paint from skin,"pour a small amount of nail polish remover in a dish, and soak your skin for two hours.","rub baby oil in a circular motion, until it all comes off.",1,"remove paint from skin
sol1:
sol2:rub baby oil in a circular motion, until it all comes off.","pour a small amount of nail polish remover in a dish, and soak your skin for two hours.",Wash the affected area with soap and warm water
297,2552d27d-a07a-4f1e-a1bc-693fd9e4c7db,an axe,can smash a leaf open,can smash an apple tree open,1,"an axe
sol1:
sol2:can smash an apple tree open",can smash a leaf open,Can chop firewood
298,6a2ff138-86a8-41e5-b280-a888fe2b59a2,Reheat rice,Soak rice in water and and microwave.,Place ice cube on rice and microwave.,1,"Reheat rice
sol1:
sol2:Place ice cube on rice and microwave.",Soak rice in water and and microwave.,Place it in a microwavable container and heat it in the microwave.
299,bd1ef7dc-e234-44fb-9127-638b14e837f5,sky writer airplane,writes on the ground ,writes on air ,1,"sky writer airplane
sol1:
sol2:writes on air ",writes on the ground ,Flies in the sky and releases smoke to create messages
300,ea960a2c-d673-49da-898c-7822cb826683,how do you meaasure something?,check it's length.,check its color.,0,"how do you meaasure something?
sol1:check it's length.
sol2:",check its color.,"Check its weight.
goal: how to clean a dirty window?
sol1: Wipe it with a damp cloth.
sol2: 
answer: Use a window cleaner and squeegee it."
301,1caeb3a6-dc90-4654-80c8-fa08ba202b57,How can you use a brick if you have extras when you're done?,Play catch with them in the backyard.,Stack them and line your garden with them.,1,"How can you use a brick if you have extras when you're done?
sol1:
sol2:Stack them and line your garden with them.",Play catch with them in the backyard.,Use them as bookends on a shelf.
302,3f7c83a8-4318-42f7-957b-6a3d08dd4d4f,Keep your teeth white.,Brush your teeth with baking soda.,Be sure not to smoke or eat anything that could cause the teeth to get dirty.,0,"Keep your teeth white.
sol1:Brush your teeth with baking soda.
sol2:",Be sure not to smoke or eat anything that could cause the teeth to get dirty.,Use whitening toothpaste
303,c4d49c68-4614-4616-866e-846b57981b30,What type of saw is needed to make a hardwood headphones stand?,A Jigsaw,A handsaw,0,"What type of saw is needed to make a hardwood headphones stand?
sol1:A Jigsaw
sol2:",A handsaw,A Band Saw
304,9aa66ef9-2c48-4cc2-a610-273dcba685c5,how do you stack boxes?,place one box next to another.,place on box on top of another.,1,"how do you stack boxes?
sol1:
sol2:place on box on top of another.",place one box next to another.,Stack the boxes by placing one box on top of another.
305,7ca127f5-4fa7-4627-a7f5-2f0214679300,"To assemble furniture,","you should remove every item from the boxes, lay them down on the ground, read the instructions and follow them.",you should mentally picture the assembled furniture and put every piece together the way you pictured it.,0,"To assemble furniture,
sol1:you should remove every item from the boxes, lay them down on the ground, read the instructions and follow them.
sol2:",you should mentally picture the assembled furniture and put every piece together the way you pictured it.,Connect the pieces together using the provided tools.
306,9d611fc4-2e45-4807-90ce-83d55f129210,"To reduce the pain of a sore through with a natural substance,",swallow a cup of water mixed with salt and vinegar and soap.,swallow a few spoons of honey when your throat feels sore.,1,"To reduce the pain of a sore through with a natural substance,
sol1:
sol2:swallow a few spoons of honey when your throat feels sore.",swallow a cup of water mixed with salt and vinegar and soap.,Gargle warm saltwater for relief.
307,5a78da17-0c84-41ad-bcbb-624feb610d49,How to best carve out a wooden clamp for picture frames?,"Take two sticks of wood of desired thickness. cut them into equal length, while chopping away a diagonal piece from one end of both pieces at an angle of 45 degrees. Tie both the piece using a strong string.","Take a square slice of wood with required thickness. cut away a smaller square sized piece from it, from the interior, so that the remaining piece makes a sturdy good clamp.",1,"How to best carve out a wooden clamp for picture frames?
sol1:
sol2:Take a square slice of wood with required thickness. cut away a smaller square sized piece from it, from the interior, so that the remaining piece makes a sturdy good clamp.","Take two sticks of wood of desired thickness. cut them into equal length, while chopping away a diagonal piece from one end of both pieces at an angle of 45 degrees. Tie both the piece using a strong string.",Carve out a shape from a block of wood that has enough grip and pressure to securely hold the picture frames in place.
308,1fa81fc0-c8aa-41bd-abf0-c4c0ae84dd5a,how to melt beeswax,"place in the microwave on high, and add water to the chopped wax.",use a double boiler to slowly melt the wax,1,"how to melt beeswax
sol1:
sol2:use a double boiler to slowly melt the wax","place in the microwave on high, and add water to the chopped wax.",Place the beeswax in a heatproof container and use a double boiler setup to slowly melt the wax.
309,a886d5f7-c741-4f24-8584-0edc395a1bf4,How do I make the lollypop handles round?,Slowly turn the handle counter clock wise while pressing it against the disc sander.,Slowly turn the handle counter clock wise while using sand paper.,0,"How do I make the lollypop handles round?
sol1:Slowly turn the handle counter clock wise while pressing it against the disc sander.
sol2:",Slowly turn the handle counter clock wise while using sand paper.,Apply sandpaper to the handle and rotate it against the disc sander
310,6809df99-1af5-4837-940a-b847d227c8b7,"To lose weight while still eating a lot of food every day,",replace the meat with other protein substitutes like beans.,cut out the carbs in the meals that you cook and eat.,1,"To lose weight while still eating a lot of food every day,
sol1:
sol2:cut out the carbs in the meals that you cook and eat.",replace the meat with other protein substitutes like beans.,"Eat smaller portions and focus on nutrient-dense, low-calorie foods."
311,571c8b3d-5439-4f61-93a3-3816e3466379,how to cut acidic marinara sauce,add sour cream and a bit of honey.,add a few teaspoons of sugar,1,"how to cut acidic marinara sauce
sol1:
sol2:add a few teaspoons of sugar",add sour cream and a bit of honey.,Stir in some baking soda
312,0879a76a-ee67-45ae-a64a-662fd59154c1,fingernail,can be broken on the edge of a bin ,can hide a bin bin ,0,"fingernail
sol1:can be broken on the edge of a bin 
sol2:",can hide a bin bin ,can be filed with a nail file
313,723a9692-9588-4d86-97ba-09628fef8a8a,how do you hop?,jump up off the ground and move forward within the jump.,jump up off the ground.,0,"how do you hop?
sol1:jump up off the ground and move forward within the jump.
sol2:",jump up off the ground.,Push off with one foot and land on the other foot repeatedly.
314,f5d8435e-f8c3-4c1e-b339-9e8a1c6cf80e,What do you use to make a DIY lotion bar smell good?,"You can use scented oils, about ten drops will do.",You can use oils and add as many drops as you'd like.,0,"What do you use to make a DIY lotion bar smell good?
sol1:You can use scented oils, about ten drops will do.
sol2:",You can use oils and add as many drops as you'd like.,You can use dried herbs or flowers like lavender or rose petals to add a natural fragrance to your DIY lotion bar.
315,8b9cc0d6-69be-41db-a708-251e80a547b8,How can I make sure a pitcher of lemonade doesn't get watered down?,Put ice in the individual glasses not the pitcher.,Put ice in the pitcher not in the individual glasses.,0,"How can I make sure a pitcher of lemonade doesn't get watered down?
sol1:Put ice in the individual glasses not the pitcher.
sol2:",Put ice in the pitcher not in the individual glasses.,Serve the lemonade chilled without adding ice.
